n_universo,k_value,tiempo_(micro_segundos),iteracion,cantidad_valores_en_arreglo
57,17,2,3,100000000
57,18,2,3,100000000
57,19,2,3,100000000
57,20,2,3,100000000
57,21,2,3,100000000
57,22,1,3,100000000
57,23,1,3,100000000
57,24,1,3,100000000
57,25,1,3,100000000
57,26,1,3,100000000
57,27,1,3,100000000
57,28,1,3,100000000
57,29,1,3,100000000
57,30,1,3,100000000
57,1,25,4,100000000
57,2,11,4,100000000
57,3,7,4,100000000
57,4,6,4,100000000
57,5,4,4,100000000
57,6,4,4,100000000
57,7,42,4,100000000
57,8,3,4,100000000
57,9,3,4,100000000
57,10,3,4,100000000
57,11,3,4,100000000
57,12,2,4,100000000
57,13,2,4,100000000
57,14,2,4,100000000
57,15,2,4,100000000
57,16,2,4,100000000
57,17,1,4,100000000
57,18,1,4,100000000
57,19,1,4,100000000
57,20,1,4,100000000
57,21,1,4,100000000
57,22,1,4,100000000
57,23,1,4,100000000
57,24,1,4,100000000
57,25,1,4,100000000
57,26,1,4,100000000
57,27,1,4,100000000
57,28,1,4,100000000
57,29,1,4,100000000
57,30,1,4,100000000
57,1,25,5,100000000
57,2,11,5,100000000
57,3,7,5,100000000
57,4,5,5,100000000
57,5,4,5,100000000
57,6,4,5,100000000
57,7,3,5,100000000
57,8,3,5,100000000
57,9,3,5,100000000
57,10,3,5,100000000
57,11,2,5,100000000
57,12,2,5,100000000
57,13,2,5,100000000
57,14,2,5,100000000
57,15,2,5,100000000
57,16,1,5,100000000
57,17,1,5,100000000
57,18,2,5,100000000
57,19,1,5,100000000
57,20,1,5,100000000
57,21,1,5,100000000
57,22,1,5,100000000
57,23,1,5,100000000
57,24,1,5,100000000
57,25,1,5,100000000
57,26,1,5,100000000
57,27,1,5,100000000
57,28,1,5,100000000
57,29,1,5,100000000
57,30,1,5,100000000
57,1,56,6,100000000
57,2,21,6,100000000
57,3,17,6,100000000
57,4,11,6,100000000
57,5,9,6,100000000
57,6,8,6,100000000
57,7,7,6,100000000
57,8,5,6,100000000
57,9,6,6,100000000
57,10,6,6,100000000
57,11,5,6,100000000
57,12,5,6,100000000
57,13,3,6,100000000
57,14,3,6,100000000
57,15,2,6,100000000
57,16,2,6,100000000
57,17,2,6,100000000
57,18,2,6,100000000
57,19,2,6,100000000
57,20,2,6,100000000
57,21,2,6,100000000
57,22,1,6,100000000
57,23,2,6,100000000
57,24,2,6,100000000
57,25,2,6,100000000
57,26,2,6,100000000
57,27,2,6,100000000
57,28,2,6,100000000
57,29,2,6,100000000
57,30,2,6,100000000
57,1,48,7,100000000
57,2,25,7,100000000
57,3,10,7,100000000
57,4,8,7,100000000
57,5,6,7,100000000
57,6,6,7,100000000
57,7,5,7,100000000
57,8,4,7,100000000
57,9,4,7,100000000
57,10,3,7,100000000
57,11,3,7,100000000
57,12,3,7,100000000
57,13,3,7,100000000
57,14,2,7,100000000
57,15,2,7,100000000
57,16,2,7,100000000
57,17,2,7,100000000
57,18,2,7,100000000
57,19,2,7,100000000
57,20,2,7,100000000
57,21,2,7,100000000
57,22,2,7,100000000
57,23,1,7,100000000
57,24,2,7,100000000
57,25,1,7,100000000
57,26,1,7,100000000
57,27,1,7,100000000
57,28,1,7,100000000
57,29,1,7,100000000
57,30,1,7,100000000
57,1,27,8,100000000
57,2,18,8,100000000
57,3,12,8,100000000
57,4,18,8,100000000
57,5,6,8,100000000
57,6,4,8,100000000
57,7,4,8,100000000
57,8,3,8,100000000
57,9,3,8,100000000
57,10,3,8,100000000
57,11,2,8,100000000
57,12,2,8,100000000
57,13,2,8,100000000
57,14,2,8,100000000
57,15,2,8,100000000
57,16,1,8,100000000
57,17,1,8,100000000
57,18,1,8,100000000
57,19,1,8,100000000
57,20,2,8,100000000
57,21,1,8,100000000
57,22,1,8,100000000
57,23,1,8,100000000
57,24,1,8,100000000
57,25,1,8,100000000
57,26,1,8,100000000
57,27,1,8,100000000
57,28,1,8,100000000
57,29,1,8,100000000
57,30,1,8,100000000
57,1,25,9,100000000
57,2,11,9,100000000
57,3,7,9,100000000
57,4,6,9,100000000
57,5,4,9,100000000
57,6,4,9,100000000
57,7,3,9,100000000
57,8,3,9,100000000
57,9,3,9,100000000
57,10,2,9,100000000
57,11,2,9,100000000
57,12,36,9,100000000
57,13,2,9,100000000
57,14,2,9,100000000
57,15,2,9,100000000
57,16,1,9,100000000
57,17,1,9,100000000
57,18,2,9,100000000
57,19,2,9,100000000
57,20,1,9,100000000
57,21,1,9,100000000
57,22,1,9,100000000
57,23,1,9,100000000
57,24,1,9,100000000
57,25,1,9,100000000
57,26,1,9,100000000
57,27,1,9,100000000
57,28,1,9,100000000
57,29,1,9,100000000
57,30,1,9,100000000
57,1,42,10,100000000
57,2,15,10,100000000
57,3,10,10,100000000
57,4,8,10,100000000
57,5,6,10,100000000
57,6,5,10,100000000
57,7,5,10,100000000
57,8,4,10,100000000
57,9,4,10,100000000
57,10,4,10,100000000
57,11,3,10,100000000
57,12,3,10,100000000
57,13,2,10,100000000
57,14,2,10,100000000
57,15,4,10,100000000
57,16,3,10,100000000
57,17,2,10,100000000
57,18,2,10,100000000
57,19,2,10,100000000
57,20,2,10,100000000
57,21,2,10,100000000
57,22,1,10,100000000
57,23,1,10,100000000
57,24,1,10,100000000
57,25,1,10,100000000
57,26,2,10,100000000
57,27,3,10,100000000
57,28,1,10,100000000
57,29,1,10,100000000
57,30,1,10,100000000
58,1,26,1,100000000
58,2,20,1,100000000
58,3,13,1,100000000
58,4,6,1,100000000
58,5,5,1,100000000
58,6,4,1,100000000
58,7,4,1,100000000
58,8,3,1,100000000
58,9,3,1,100000000
58,10,3,1,100000000
58,11,2,1,100000000
58,12,2,1,100000000
58,13,2,1,100000000
58,14,2,1,100000000
58,15,2,1,100000000
58,16,1,1,100000000
58,17,1,1,100000000
58,18,1,1,100000000
58,19,2,1,100000000
58,20,1,1,100000000
58,21,1,1,100000000
58,22,1,1,100000000
58,23,1,1,100000000
58,24,1,1,100000000
58,25,1,1,100000000
58,26,2,1,100000000
58,27,2,1,100000000
58,28,3,1,100000000
58,29,2,1,100000000
58,30,2,1,100000000
58,1,47,2,100000000
58,2,25,2,100000000
58,3,10,2,100000000
58,4,8,2,100000000
58,5,6,2,100000000
58,6,5,2,100000000
58,7,4,2,100000000
58,8,3,2,100000000
58,9,3,2,100000000
58,10,3,2,100000000
58,11,3,2,100000000
58,12,3,2,100000000
58,13,2,2,100000000
58,14,2,2,100000000
58,15,2,2,100000000
58,16,2,2,100000000
58,17,2,2,100000000
58,18,2,2,100000000
58,19,2,2,100000000
58,20,2,2,100000000
58,21,2,2,100000000
58,22,1,2,100000000
58,23,1,2,100000000
58,24,1,2,100000000
58,25,1,2,100000000
58,26,1,2,100000000
58,27,1,2,100000000
58,28,1,2,100000000
58,29,1,2,100000000
58,30,1,2,100000000
58,1,61,3,100000000
58,2,20,3,100000000
58,3,14,3,100000000
58,4,10,3,100000000
58,5,9,3,100000000
58,6,8,3,100000000
58,7,7,3,100000000
58,8,5,3,100000000
58,9,5,3,100000000
58,10,5,3,100000000
58,11,4,3,100000000
58,12,4,3,100000000
58,13,3,3,100000000
58,14,4,3,100000000
58,15,3,3,100000000
58,16,3,3,100000000
58,17,3,3,100000000
58,18,3,3,100000000
58,19,3,3,100000000
58,20,3,3,100000000
58,21,3,3,100000000
58,22,2,3,100000000
58,23,2,3,100000000
58,24,2,3,100000000
58,25,2,3,100000000
58,26,2,3,100000000
58,27,2,3,100000000
58,28,2,3,100000000
58,29,2,3,100000000
58,30,2,3,100000000
58,1,56,4,100000000
58,2,19,4,100000000
58,3,12,4,100000000
58,4,9,4,100000000
58,5,7,4,100000000
58,6,6,4,100000000
58,7,6,4,100000000
58,8,5,4,100000000
58,9,5,4,100000000
58,10,4,4,100000000
58,11,4,4,100000000
58,12,3,4,100000000
58,13,3,4,100000000
58,14,3,4,100000000
58,15,3,4,100000000
58,16,3,4,100000000
58,17,2,4,100000000
58,18,2,4,100000000
58,19,3,4,100000000
58,20,2,4,100000000
58,21,2,4,100000000
58,22,2,4,100000000
58,23,2,4,100000000
58,24,2,4,100000000
58,25,2,4,100000000
58,26,2,4,100000000
58,27,2,4,100000000
58,28,2,4,100000000
58,29,2,4,100000000
58,30,2,4,100000000
58,1,96,5,100000000
58,2,17,5,100000000
58,3,11,5,100000000
58,4,8,5,100000000
58,5,7,5,100000000
58,6,6,5,100000000
58,7,5,5,100000000
58,8,4,5,100000000
58,9,4,5,100000000
58,10,4,5,100000000
58,11,3,5,100000000
58,12,3,5,100000000
58,13,3,5,100000000
58,14,3,5,100000000
58,15,3,5,100000000
58,16,2,5,100000000
58,17,2,5,100000000
58,18,2,5,100000000
58,19,2,5,100000000
58,20,2,5,100000000
58,21,2,5,100000000
58,22,2,5,100000000
58,23,2,5,100000000
58,24,2,5,100000000
58,25,1,5,100000000
58,26,2,5,100000000
58,27,2,5,100000000
58,28,2,5,100000000
58,29,2,5,100000000
58,30,2,5,100000000
58,1,50,6,100000000
58,2,19,6,100000000
58,3,13,6,100000000
58,4,10,6,100000000
58,5,8,6,100000000
58,6,7,6,100000000
58,7,7,6,100000000
58,8,5,6,100000000
58,9,5,6,100000000
58,10,4,6,100000000
58,11,4,6,100000000
58,12,4,6,100000000
58,13,3,6,100000000
58,14,3,6,100000000
58,15,3,6,100000000
58,16,3,6,100000000
58,17,2,6,100000000
58,18,3,6,100000000
58,19,4,6,100000000
58,20,4,6,100000000
58,21,4,6,100000000
58,22,3,6,100000000
58,23,2,6,100000000
58,24,20,6,100000000
58,25,18,6,100000000
58,26,31,6,100000000
58,27,15,6,100000000
58,28,16,6,100000000
58,29,18,6,100000000
58,30,20,6,100000000
58,1,67,7,100000000
58,2,19,7,100000000
58,3,13,7,100000000
58,4,9,7,100000000
58,5,8,7,100000000
58,6,7,7,100000000
58,7,6,7,100000000
58,8,5,7,100000000
58,9,5,7,100000000
58,10,4,7,100000000
58,11,4,7,100000000
58,12,4,7,100000000
58,13,3,7,100000000
58,14,3,7,100000000
58,15,3,7,100000000
58,16,3,7,100000000
58,17,3,7,100000000
58,18,2,7,100000000
58,19,3,7,100000000
58,20,3,7,100000000
58,21,3,7,100000000
58,22,2,7,100000000
58,23,2,7,100000000
58,24,2,7,100000000
58,25,2,7,100000000
58,26,2,7,100000000
58,27,2,7,100000000
58,28,2,7,100000000
58,29,2,7,100000000
58,30,2,7,100000000
58,1,45,8,100000000
58,2,27,8,100000000
58,3,13,8,100000000
58,4,9,8,100000000
58,5,8,8,100000000
58,6,6,8,100000000
58,7,6,8,100000000
58,8,5,8,100000000
58,9,5,8,100000000
58,10,4,8,100000000
58,11,4,8,100000000
58,12,4,8,100000000
58,13,3,8,100000000
58,14,3,8,100000000
58,15,3,8,100000000
58,16,2,8,100000000
58,17,2,8,100000000
58,18,2,8,100000000
58,19,2,8,100000000
58,20,2,8,100000000
58,21,2,8,100000000
58,22,2,8,100000000
58,23,2,8,100000000
58,24,2,8,100000000
58,25,2,8,100000000
58,26,2,8,100000000
58,27,2,8,100000000
58,28,2,8,100000000
58,29,2,8,100000000
58,30,2,8,100000000
58,1,67,9,100000000
58,2,22,9,100000000
58,3,16,9,100000000
58,4,11,9,100000000
58,5,9,9,100000000
58,6,8,9,100000000
58,7,7,9,100000000
58,8,6,9,100000000
58,9,6,9,100000000
58,10,5,9,100000000
58,11,5,9,100000000
58,12,4,9,100000000
58,13,4,9,100000000
58,14,4,9,100000000
58,15,4,9,100000000
58,16,3,9,100000000
58,17,3,9,100000000
58,18,3,9,100000000
58,19,3,9,100000000
58,20,3,9,100000000
58,21,3,9,100000000
58,22,2,9,100000000
58,23,2,9,100000000
58,24,2,9,100000000
58,25,2,9,100000000
58,26,2,9,100000000
58,27,3,9,100000000
58,28,2,9,100000000
58,29,2,9,100000000
58,30,2,9,100000000
58,1,60,10,100000000
58,2,17,10,100000000
58,3,12,10,100000000
58,4,8,10,100000000
58,5,7,10,100000000
58,6,6,10,100000000
58,7,5,10,100000000
58,8,5,10,100000000
58,9,5,10,100000000
58,10,9,10,100000000
58,11,4,10,100000000
58,12,4,10,100000000
58,13,4,10,100000000
58,14,4,10,100000000
58,15,4,10,100000000
58,16,3,10,100000000
58,17,4,10,100000000
58,18,3,10,100000000
58,19,4,10,100000000
58,20,3,10,100000000
58,21,3,10,100000000
58,22,2,10,100000000
58,23,2,10,100000000
58,24,2,10,100000000
58,25,2,10,100000000
58,26,2,10,100000000
58,27,2,10,100000000
58,28,2,10,100000000
58,29,2,10,100000000
58,30,2,10,100000000
59,1,44,1,100000000
59,2,28,1,100000000
59,3,13,1,100000000
59,4,13,1,100000000
59,5,12,1,100000000
59,6,10,1,100000000
59,7,9,1,100000000
59,8,7,1,100000000
59,9,7,1,100000000
59,10,6,1,100000000
59,11,5,1,100000000
59,12,5,1,100000000
59,13,5,1,100000000
59,14,4,1,100000000
59,15,4,1,100000000
59,16,3,1,100000000
59,17,3,1,100000000
59,18,4,1,100000000
59,19,4,1,100000000
59,20,4,1,100000000
59,21,3,1,100000000
59,22,2,1,100000000
59,23,2,1,100000000
59,24,2,1,100000000
59,25,3,1,100000000
59,26,3,1,100000000
59,27,2,1,100000000
59,28,2,1,100000000
59,29,2,1,100000000
59,30,3,1,100000000
59,1,60,2,100000000
59,2,19,2,100000000
59,3,25,2,100000000
59,4,15,2,100000000
59,5,10,2,100000000
59,6,9,2,100000000
59,7,8,2,100000000
59,8,6,2,100000000
59,9,6,2,100000000
59,10,6,2,100000000
59,11,5,2,100000000
59,12,5,2,100000000
59,13,5,2,100000000
59,14,4,2,100000000
59,15,4,2,100000000
59,16,3,2,100000000
59,17,3,2,100000000
59,18,3,2,100000000
59,19,4,2,100000000
59,20,4,2,100000000
59,21,4,2,100000000
59,22,3,2,100000000
59,23,3,2,100000000
59,24,3,2,100000000
59,25,3,2,100000000
59,26,3,2,100000000
59,27,3,2,100000000
59,28,3,2,100000000
59,29,3,2,100000000
59,30,3,2,100000000
59,1,51,3,100000000
59,2,16,3,100000000
59,3,11,3,100000000
59,4,8,3,100000000
59,5,7,3,100000000
59,6,6,3,100000000
59,7,5,3,100000000
59,8,4,3,100000000
59,9,4,3,100000000
59,10,4,3,100000000
59,11,3,3,100000000
59,12,3,3,100000000
59,13,3,3,100000000
59,14,3,3,100000000
59,15,4,3,100000000
59,16,3,3,100000000
59,17,3,3,100000000
59,18,3,3,100000000
59,19,3,3,100000000
59,20,3,3,100000000
59,21,3,3,100000000
59,22,2,3,100000000
59,23,2,3,100000000
59,24,2,3,100000000
59,25,2,3,100000000
59,26,2,3,100000000
59,27,2,3,100000000
59,28,2,3,100000000
59,29,2,3,100000000
59,30,2,3,100000000
59,1,41,4,100000000
59,2,18,4,100000000
59,3,12,4,100000000
59,4,9,4,100000000
59,5,7,4,100000000
59,6,7,4,100000000
59,7,6,4,100000000
59,8,5,4,100000000
59,9,5,4,100000000
59,10,4,4,100000000
59,11,4,4,100000000
59,12,4,4,100000000
59,13,3,4,100000000
59,14,3,4,100000000
59,15,3,4,100000000
59,16,2,4,100000000
59,17,3,4,100000000
59,18,2,4,100000000
59,19,2,4,100000000
59,20,3,4,100000000
59,21,3,4,100000000
59,22,2,4,100000000
59,23,2,4,100000000
59,24,2,4,100000000
59,25,2,4,100000000
59,26,2,4,100000000
59,27,2,4,100000000
59,28,2,4,100000000
59,29,2,4,100000000
59,30,2,4,100000000
59,1,61,5,100000000
59,2,29,5,100000000
59,3,23,5,100000000
59,4,16,5,100000000
59,5,14,5,100000000
59,6,11,5,100000000
59,7,12,5,100000000
59,8,10,5,100000000
59,9,9,5,100000000
59,10,5,5,100000000
59,11,5,5,100000000
59,12,5,5,100000000
59,13,4,5,100000000
59,14,4,5,100000000
59,15,4,5,100000000
59,16,3,5,100000000
59,17,3,5,100000000
59,18,3,5,100000000
59,19,3,5,100000000
59,20,3,5,100000000
59,21,3,5,100000000
59,22,2,5,100000000
59,23,2,5,100000000
59,24,2,5,100000000
59,25,2,5,100000000
59,26,2,5,100000000
59,27,2,5,100000000
59,28,2,5,100000000
59,29,2,5,100000000
59,30,2,5,100000000
59,1,37,6,100000000
59,2,24,6,100000000
59,3,9,6,100000000
59,4,7,6,100000000
59,5,6,6,100000000
59,6,5,6,100000000
59,7,4,6,100000000
59,8,3,6,100000000
59,9,3,6,100000000
59,10,3,6,100000000
59,11,2,6,100000000
59,12,3,6,100000000
59,13,2,6,100000000
59,14,2,6,100000000
59,15,2,6,100000000
59,16,2,6,100000000
59,17,2,6,100000000
59,18,2,6,100000000
59,19,2,6,100000000
59,20,2,6,100000000
59,21,2,6,100000000
59,22,1,6,100000000
59,23,1,6,100000000
59,24,1,6,100000000
59,25,1,6,100000000
59,26,1,6,100000000
59,27,1,6,100000000
59,28,1,6,100000000
59,29,1,6,100000000
59,30,1,6,100000000
59,1,45,7,100000000
59,2,25,7,100000000
59,3,9,7,100000000
59,4,7,7,100000000
59,5,5,7,100000000
59,6,5,7,100000000
59,7,4,7,100000000
59,8,3,7,100000000
59,9,4,7,100000000
59,10,3,7,100000000
59,11,2,7,100000000
59,12,3,7,100000000
59,13,2,7,100000000
59,14,2,7,100000000
59,15,2,7,100000000
59,16,2,7,100000000
59,17,2,7,100000000
59,18,2,7,100000000
59,19,2,7,100000000
59,20,2,7,100000000
59,21,2,7,100000000
59,22,1,7,100000000
59,23,1,7,100000000
59,24,1,7,100000000
59,25,1,7,100000000
59,26,1,7,100000000
59,27,1,7,100000000
59,28,1,7,100000000
59,29,1,7,100000000
59,30,1,7,100000000
59,1,55,8,100000000
59,2,19,8,100000000
59,3,12,8,100000000
59,4,9,8,100000000
59,5,8,8,100000000
59,6,6,8,100000000
59,7,6,8,100000000
59,8,5,8,100000000
59,9,5,8,100000000
59,10,4,8,100000000
59,11,3,8,100000000
59,12,3,8,100000000
59,13,3,8,100000000
59,14,3,8,100000000
59,15,3,8,100000000
59,16,2,8,100000000
59,17,2,8,100000000
59,18,2,8,100000000
59,19,2,8,100000000
59,20,2,8,100000000
59,21,2,8,100000000
59,22,2,8,100000000
59,23,2,8,100000000
59,24,2,8,100000000
59,25,2,8,100000000
59,26,2,8,100000000
59,27,2,8,100000000
59,28,2,8,100000000
59,29,2,8,100000000
59,30,2,8,100000000
59,1,43,9,100000000
59,2,34,9,100000000
59,3,17,9,100000000
59,4,10,9,100000000
59,5,7,9,100000000
59,6,6,9,100000000
59,7,5,9,100000000
59,8,4,9,100000000
59,9,4,9,100000000
59,10,4,9,100000000
59,11,4,9,100000000
59,12,3,9,100000000
59,13,3,9,100000000
59,14,3,9,100000000
59,15,3,9,100000000
59,16,2,9,100000000
59,17,2,9,100000000
59,18,2,9,100000000
59,19,2,9,100000000
59,20,2,9,100000000
59,21,2,9,100000000
59,22,1,9,100000000
59,23,2,9,100000000
59,24,1,9,100000000
59,25,2,9,100000000
59,26,1,9,100000000
59,27,1,9,100000000
59,28,1,9,100000000
59,29,1,9,100000000
59,30,1,9,100000000
59,1,35,10,100000000
59,2,24,10,100000000
59,3,9,10,100000000
59,4,7,10,100000000
59,5,6,10,100000000
59,6,5,10,100000000
59,7,4,10,100000000
59,8,3,10,100000000
59,9,4,10,100000000
59,10,3,10,100000000
59,11,2,10,100000000
59,12,3,10,100000000
59,13,2,10,100000000
59,14,2,10,100000000
59,15,2,10,100000000
59,16,2,10,100000000
59,17,2,10,100000000
59,18,2,10,100000000
59,19,2,10,100000000
59,20,2,10,100000000
59,21,2,10,100000000
59,22,1,10,100000000
59,23,1,10,100000000
59,24,1,10,100000000
59,25,1,10,100000000
59,26,1,10,100000000
59,27,1,10,100000000
59,28,1,10,100000000
59,29,1,10,100000000
59,30,1,10,100000000
60,1,63,1,100000000
60,2,15,1,100000000
60,3,10,1,100000000
60,4,7,1,100000000
60,5,6,1,100000000
60,6,5,1,100000000
60,7,5,1,100000000
60,8,4,1,100000000
60,9,4,1,100000000
60,10,4,1,100000000
60,11,3,1,100000000
60,12,3,1,100000000
60,13,2,1,100000000
60,14,2,1,100000000
60,15,2,1,100000000
60,16,2,1,100000000
60,17,2,1,100000000
60,18,2,1,100000000
60,19,2,1,100000000
60,20,2,1,100000000
60,21,2,1,100000000
60,22,1,1,100000000
60,23,1,1,100000000
60,24,1,1,100000000
60,25,1,1,100000000
60,26,1,1,100000000
60,27,1,1,100000000
60,28,1,1,100000000
60,29,1,1,100000000
60,30,1,1,100000000
60,1,45,2,100000000
60,2,35,2,100000000
60,3,14,2,100000000
60,4,11,2,100000000
60,5,10,2,100000000
60,6,8,2,100000000
60,7,7,2,100000000
60,8,6,2,100000000
60,9,6,2,100000000
60,10,6,2,100000000
60,11,6,2,100000000
60,12,5,2,100000000
60,13,5,2,100000000
60,14,4,2,100000000
60,15,4,2,100000000
60,16,4,2,100000000
60,17,4,2,100000000
60,18,4,2,100000000
60,19,3,2,100000000
60,20,4,2,100000000
60,21,4,2,100000000
60,22,3,2,100000000
60,23,22,2,100000000
60,24,20,2,100000000
60,25,42,2,100000000
60,26,3,2,100000000
60,27,3,2,100000000
60,28,3,2,100000000
60,29,3,2,100000000
60,30,3,2,100000000
60,1,51,3,100000000
60,2,14,3,100000000
60,3,10,3,100000000
60,4,7,3,100000000
60,5,6,3,100000000
60,6,5,3,100000000
60,7,5,3,100000000
60,8,4,3,100000000
60,9,4,3,100000000
60,10,3,3,100000000
60,11,3,3,100000000
60,12,3,3,100000000
60,13,2,3,100000000
60,14,2,3,100000000
60,15,2,3,100000000
60,16,2,3,100000000
60,17,2,3,100000000
60,18,2,3,100000000
60,19,2,3,100000000
60,20,2,3,100000000
60,21,2,3,100000000
60,22,1,3,100000000
60,23,1,3,100000000
60,24,1,3,100000000
60,25,1,3,100000000
60,26,1,3,100000000
60,27,1,3,100000000
60,28,1,3,100000000
60,29,1,3,100000000
60,30,1,3,100000000
60,1,63,4,100000000
60,2,21,4,100000000
60,3,15,4,100000000
60,4,11,4,100000000
60,5,9,4,100000000
60,6,7,4,100000000
60,7,7,4,100000000
60,8,5,4,100000000
60,9,5,4,100000000
60,10,15,4,100000000
60,11,4,4,100000000
60,12,4,4,100000000
60,13,3,4,100000000
60,14,3,4,100000000
60,15,3,4,100000000
60,16,2,4,100000000
60,17,2,4,100000000
60,18,2,4,100000000
60,19,2,4,100000000
60,20,2,4,100000000
60,21,2,4,100000000
60,22,2,4,100000000
60,23,2,4,100000000
60,24,2,4,100000000
60,25,2,4,100000000
60,26,2,4,100000000
60,27,2,4,100000000
60,28,2,4,100000000
60,29,2,4,100000000
60,30,2,4,100000000
60,1,42,5,100000000
60,2,14,5,100000000
60,3,10,5,100000000
60,4,7,5,100000000
60,5,6,5,100000000
60,6,5,5,100000000
60,7,4,5,100000000
60,8,4,5,100000000
60,9,4,5,100000000
60,10,3,5,100000000
60,11,3,5,100000000
60,12,3,5,100000000
60,13,2,5,100000000
60,14,2,5,100000000
60,15,2,5,100000000
60,16,2,5,100000000
60,17,2,5,100000000
60,18,2,5,100000000
60,19,34,5,100000000
60,20,3,5,100000000
60,21,3,5,100000000
60,22,2,5,100000000
60,23,2,5,100000000
60,24,2,5,100000000
60,25,2,5,100000000
60,26,2,5,100000000
60,27,2,5,100000000
60,28,2,5,100000000
60,29,2,5,100000000
60,30,2,5,100000000
60,1,64,6,100000000
60,2,13,6,100000000
60,3,9,6,100000000
60,4,7,6,100000000
60,5,6,6,100000000
60,6,5,6,100000000
60,7,4,6,100000000
60,8,4,6,100000000
60,9,4,6,100000000
60,10,3,6,100000000
60,11,3,6,100000000
60,12,3,6,100000000
60,13,2,6,100000000
60,14,2,6,100000000
60,15,2,6,100000000
60,16,2,6,100000000
60,17,2,6,100000000
60,18,2,6,100000000
60,19,2,6,100000000
60,20,2,6,100000000
60,21,2,6,100000000
60,22,1,6,100000000
60,23,1,6,100000000
60,24,1,6,100000000
60,25,1,6,100000000
60,26,1,6,100000000
60,27,1,6,100000000
60,28,1,6,100000000
60,29,1,6,100000000
60,30,1,6,100000000
60,1,62,7,100000000
60,2,21,7,100000000
60,3,14,7,100000000
60,4,11,7,100000000
60,5,9,7,100000000
60,6,7,7,100000000
60,7,7,7,100000000
60,8,6,7,100000000
60,9,6,7,100000000
60,10,5,7,100000000
60,11,4,7,100000000
60,12,4,7,100000000
60,13,3,7,100000000
60,14,3,7,100000000
60,15,4,7,100000000
60,16,3,7,100000000
60,17,3,7,100000000
60,18,3,7,100000000
60,19,3,7,100000000
60,20,3,7,100000000
60,21,3,7,100000000
60,22,2,7,100000000
60,23,2,7,100000000
60,24,2,7,100000000
60,25,2,7,100000000
60,26,2,7,100000000
60,27,2,7,100000000
60,28,2,7,100000000
60,29,2,7,100000000
60,30,2,7,100000000
60,1,47,8,100000000
60,2,22,8,100000000
60,3,14,8,100000000
60,4,11,8,100000000
60,5,9,8,100000000
60,6,8,8,100000000
60,7,7,8,100000000
60,8,6,8,100000000
60,9,6,8,100000000
60,10,6,8,100000000
60,11,4,8,100000000
60,12,4,8,100000000
60,13,3,8,100000000
60,14,4,8,100000000
60,15,3,8,100000000
60,16,3,8,100000000
60,17,3,8,100000000
60,18,3,8,100000000
60,19,3,8,100000000
60,20,3,8,100000000
60,21,3,8,100000000
60,22,2,8,100000000
60,23,2,8,100000000
60,24,3,8,100000000
60,25,2,8,100000000
60,26,2,8,100000000
60,27,2,8,100000000
60,28,2,8,100000000
60,29,2,8,100000000
60,30,2,8,100000000
60,1,62,9,100000000
60,2,21,9,100000000
60,3,15,9,100000000
60,4,11,9,100000000
60,5,8,9,100000000
60,6,10,9,100000000
60,7,16,9,100000000
60,8,8,9,100000000
60,9,8,9,100000000
60,10,7,9,100000000
60,11,7,9,100000000
60,12,7,9,100000000
60,13,4,9,100000000
60,14,4,9,100000000
60,15,4,9,100000000
60,16,3,9,100000000
60,17,3,9,100000000
60,18,3,9,100000000
60,19,3,9,100000000
60,20,3,9,100000000
60,21,3,9,100000000
60,22,2,9,100000000
60,23,2,9,100000000
60,24,2,9,100000000
60,25,2,9,100000000
60,26,2,9,100000000
60,27,2,9,100000000
60,28,2,9,100000000
60,29,2,9,100000000
60,30,2,9,100000000
60,1,65,10,100000000
60,2,13,10,100000000
60,3,9,10,100000000
60,4,7,10,100000000
60,5,8,10,100000000
60,6,7,10,100000000
60,7,6,10,100000000
60,8,5,10,100000000
60,9,5,10,100000000
60,10,4,10,100000000
60,11,4,10,100000000
60,12,4,10,100000000
60,13,3,10,100000000
60,14,3,10,100000000
60,15,3,10,100000000
60,16,2,10,100000000
60,17,2,10,100000000
60,18,3,10,100000000
60,19,3,10,100000000
60,20,3,10,100000000
60,21,3,10,100000000
60,22,2,10,100000000
60,23,2,10,100000000
60,24,2,10,100000000
60,25,2,10,100000000
60,26,2,10,100000000
60,27,2,10,100000000
60,28,2,10,100000000
60,29,2,10,100000000
60,30,2,10,100000000
61,1,45,1,100000000
61,2,16,1,100000000
61,3,11,1,100000000
61,4,8,1,100000000
61,5,6,1,100000000
61,6,6,1,100000000
61,7,5,1,100000000
61,8,4,1,100000000
61,9,4,1,100000000
61,10,4,1,100000000
61,11,3,1,100000000
61,12,3,1,100000000
61,13,3,1,100000000
61,14,2,1,100000000
61,15,3,1,100000000
61,16,2,1,100000000
61,17,2,1,100000000
61,18,2,1,100000000
61,19,2,1,100000000
61,20,2,1,100000000
61,21,2,1,100000000
61,22,1,1,100000000
61,23,1,1,100000000
61,24,1,1,100000000
61,25,2,1,100000000
61,26,2,1,100000000
61,27,2,1,100000000
61,28,2,1,100000000
61,29,2,1,100000000
61,30,2,1,100000000
61,1,45,2,100000000
61,2,47,2,100000000
61,3,19,2,100000000
61,4,15,2,100000000
61,5,9,2,100000000
61,6,7,2,100000000
61,7,7,2,100000000
61,8,6,2,100000000
61,9,5,2,100000000
